jobid, gpu type, walltime (s)
98dfaec86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1728
992290da6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
995a77ca6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
998dc1166d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
99b9191a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
99eaf4d06d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
9a192d826d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
9a4d37626d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
9a8840506d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
9aceda9c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
9b0a040a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
9b4a3e1c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
9b83d3ac6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
9bbc7d566d8211ec934d141877284d92, A100-SXM4-40GB MIG 7g.40gb, 792
9c3249c86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1224
9c69759c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1188
9ca097026d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1260
9cdc5fee6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1260
9d100ace6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1224
9d4307806d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1188
9d77d1b86d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1152
9dab4c966d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1224
9de42aca6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1188
9e19df446d8211eca422141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1116
9e515abe6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1188
9e8cda6c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
9ebec8e26d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
9ef4c8026d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
9f2ddade6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
9f5fa0326d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
9f9667346d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
9fd261da6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
a003826a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
a03775e86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
a06df17c6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1728
a0a4cbd46d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1656
a0d995a86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
a10f6e1c6d8211eca422141877284d92, A100-SXM4-40GB MIG 7g.40gb, 864
a14d5c366d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1296
a18b499c6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
a1c2c1566d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
a20019f26d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1044
a23297746d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
a26cf20c6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
a29dbc706d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
a2d5e8526d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1008
a310b77a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
a34630446d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1044
a38a82c66d8211ec934d141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1008
a3c3fa9c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
a3fec5dc6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
a4390b846d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
a47304f66d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
a4ae92286d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
a4e35b986d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
a521da9e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1224
a558885a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
a59af0146d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
a5d130c06d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
a606acc86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1260
a639d5306d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
a67bbbee6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 7g.40gb, 972
a6b2b6d06d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
a6f3ce7c6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
a72f4f566d8211ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
a762b6c06d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
a7a1f5386d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
a7d7ef266d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
a81269c66d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
a84370526d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
a87829c86d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1044
a8acbbb66d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
a8e3e32a6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
a916adfa6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
a94e2f466d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1728
a981d3aa6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
a9b922e26d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
a9eb95566d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 972
aa20b88a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1692
aa54394e6d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1404
aa8b9cb86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 792
aabab3226d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 900
aaf1a0806d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
ab322dda6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1368
ab74a7be6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
abb51d946d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
abea131e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
ac26575c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
ac5680306d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
ae9203ce6d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1368
aefac8e66d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
af577e386d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
b03aa56e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 900
b0ae28546d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 828
b0ed2b626d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1260
b1269eec6d8211ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
b17ba3ce6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
b1e839c66d8211ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1224
b21e4b386d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
b25656866d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
b299b1ba6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
b2df20886d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
b319623e6d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
b35182686d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
b38cc65c6d8211ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
b3c3be646d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
b3fa9c0e6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
b448c4ec6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1692
b47a18f86d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
b4b6df686d8211eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
b4f217726d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
b524b2ae6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
b55ac51a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
b59215246d8211ec83fa141877284d92, A100-SXM4-40GB MIG 7g.40gb, 864
b600ae6c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
b635a6c66d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
b673b3126d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
b6ac172a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
b6e190766d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
b723ab3c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
b758222c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
b79790746d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
b7d219e26d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1008
b80cf5446d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
b849ca0a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 972
b886092a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1044
b8c79c506d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
b903793c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
b9390fc06d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
b96de1146d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
b9a5a7846d8211eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1044
b9de102e6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
ba1aac646d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
ba53596a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1152
ba8d83a66d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
bac335506d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
baf61c4a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 7g.40gb, 936
bb29f8e46d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
bb668f206d8211eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 900
bb9731f26d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
bbd396ba6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
bc1030ac6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
bc4444f06d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
bc7da70e6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
bcb56e1e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
bce700a06d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1080
bd1a00c26d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
bd52a0946d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
bd8f29c46d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
bdc199a46d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
bdee2e926d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
be1ad73a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
be4a84586d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1188
be7eb9946d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
bea9b9d26d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
bee4324c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
bf1fdbbc6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
bf576bb86d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
bf919ef06d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1008
bfce19486d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
c00040626d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
c038de4a6d8211eca422141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1116
78d07f3a8abb11ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1296
790dabee8abb11ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 972
79503e828abb11ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
798e8b2e8abb11ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1008
79cd0cb48abb11ecb423141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
7a057cf28abb11eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 900
7a4ae2ba8abb11ecb423141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
7a8c7ad68abb11ecb423141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1044
7aeffdd68abb11ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
7b2a1fb68abb11ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 900
7b5fc88c8abb11ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
7b94f0708abb11ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
7bc9a3d88abb11ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1080
7c0121be8abb11ecb423141877284d92, A100-SXM4-40GB MIG 3g.20gb, 900
7c386c968abb11ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
7c73f93c8abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
7cb135408abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
7cf9acd08abb11ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
7d328de88abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
7d6442488abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
7d9cec068abb11ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
7ddb56ee8abb11ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 900
7e19a9088abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
7e5707d08abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
7e9221b28abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
7ec4fdb28abb11ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
7f042e608abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
7f3cdf628abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
7f755be48abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
7fb0de6c8abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
7fe1bca88abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
8022ead48abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
8054f4b68abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
808649bc8abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
80c176408abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
80fb640e8abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
812d05cc8abb11ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 864
816adc768abb11ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 900
81a23cc08abb11ecb423141877284d92, A100-SXM4-40GB MIG 3g.20gb, 900
81d505b08abb11ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
820d650e8abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
824720d28abb11ec934d141877284d92, A100-SXM4-40GB MIG 7g.40gb, 756
8288a1108abb11ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 900
82f61e988abb11ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
83323a4a8abb11eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 828
836ba7588abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
839e82868abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
83ce4fe88abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
8401a5008abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
8435e3ce8abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
8470c7648abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
84a6cdc88abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
84d91c108abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
850f393a8abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
8549df868abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
857edcb88abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
85af963c8abb11ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 900
85eb0be08abb11eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
861b15888abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
8650be188abb11ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
868fb8348abb11eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 900
86cc19dc8abb11ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 972
86fd84688abb11ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1224
873660768abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
876fcf5a8abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
87aebb988abb11ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 900
87e3252c8abb11ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1188
8815e4bc8abb11ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
8850f8908abb11ec83fa141877284d92, A100-SXM4-40GB MIG 7g.40gb, 756
8891b6b48abb11eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
88ccbf988abb11ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1152
8902b3dc8abb11eca422141877284d92, A100-SXM4-40GB MIG 7g.40gb, 864
89356ab68abb11eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 864
896827448abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
8996fdb28abb11eca422141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1044
89d0bd9a8abb11ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
8a0cd0b48abb11eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
8a454c8c8abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
8a8082b68abb11ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
8ab22c808abb11ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
8ae5ac408abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
8b1608b88abb11ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
8b47d2c68abb11eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
8b7e7a428abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
8bb0b0708abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
8be192808abb11ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 972
8c16c5a48abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
8c4d0cb88abb11eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
8c89d2568abb11ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 864
8cf65d7c8abb11ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1044
8d2b39de8abb11eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
8d61767a8abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
8d9484708abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
8dc2f13e8abb11eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
8e01e38a8abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
8e3320448abb11ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
8e70a1c68abb11eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
8ea39dc48abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1656
8ed336428abb11eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
8f10fcde8abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
8f79cb7e8abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
8fab58e28abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
8fe13b4c8abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
9014757a8abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
904b4d8e8abb11eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
90885b028abb11ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1080
90c014b68abb11ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
90f9e3b28abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
91336ff68abb11ecb423141877284d92, A100-SXM4-40GB MIG 7g.40gb, 936
916cb0228abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
91a47f028abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
91d88d068abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
920cee208abb11ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1152
9243d30e8abb11eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
927e9d868abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
92b38aa08abb11ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
92e321ac8abb11eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
931f29688abb11eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 900
934e6b608abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
93803b4a8abb11eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
93b853868abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
93ef0f168abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
942162d68abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
9456b62a8abb11ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
94899cca8abb11ec934d141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1044
94c3beb48abb11ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
94faed768abb11ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 828
95318c008abb11ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
956868e28abb11ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
959f32fa8abb11ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
95d6eab08abb11ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 972
961319548abb11ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
9659e2f88abb11ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1080
96937eaa8abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
96c8572e8abb11ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
96ff1afc8abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
973aac3e8abb11ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
977405388abb11eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
97b3e7fc8abb11eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
97ee8c9a8abb11ecb423141877284d92, A100-SXM4-40GB MIG 3g.20gb, 900
982ef76c8abb11ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
9868258c8abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
98a2886c8abb11ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
98dff5b28abb11ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
9919e8588abb11ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
995293748abb11eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
